order_id,store_id,quantity,item_name,choice_description,item_price
117,1,1,Barbacoa Soft Tacos,"Tomatillo-Red Chili Salsa (Hot), Pinto Beans, Cheese, Sour Cream, Lettuce",$8.99 
117,1,1,Chips and Guacamole,,$3.99 
118,1,1,Chicken Burrito,"Tomatillo-Green Chili Salsa (Medium), Pinto Beans, Rice, Cheese, Sour Cream",$8.49 
118,1,1,Chips and Tomatillo-Green Chili Salsa,,$2.39 
119,1,1,Chicken Burrito,"Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium), Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce",$8.49 
119,1,1,Chicken Burrito,"Roasted Chili Corn Salsa (Medium), Black Beans, Rice, Cheese, Sour Cream, Lettuce",$8.49 
120,1,1,Chicken Burrito,"Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Cheese",$8.49 
120,1,1,Side of Chips,,$1.69 
121,1,1,Chicken Burrito,"Fresh Tomato Salsa (Mild), Black Beans, Rice, Cheese, Sour Cream",$8.49 
121,1,1,Chips and Guacamole,,$3.99 
122,1,1,Steak Soft Tacos,"Tomatillo-Red Chili Salsa (Hot), Rice, Cheese, Lettuce",$8.99 
122,1,1,Side of Chips,,$1.69 
122,1,1,Canned Soda,Coca Cola,$1.09 
123,2,2,Steak Salad Bowl,"Tomatillo Red Chili Salsa, Black Beans, Cheese, Guacamole",$23.78 
124,2,2,Chicken Bowl,"Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream",$17.50 
124,2,1,Chips,,$2.15 
124,2,1,Chicken Bowl,"Fresh Tomato Salsa, Rice, Cheese, Sour Cream",$8.75 
125,2,1,Steak Bowl,"Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Lettuce",$9.25 
125,2,1,Steak Bowl,"Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce",$9.25 
125,2,1,Veggie Bowl,"Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce",$8.75 
125,2,1,Chips and Guacamole,,$4.45 
126,2,1,Chicken Burrito,"Fresh Tomato Salsa, Rice, Cheese, Sour Cream",$8.75 
126,2,1,Chicken Bowl,"Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Guacamole, Lettuce",$11.25 
127,2,1,Chicken Bowl,"Tomatillo Green Chili Salsa, Rice, Sour Cream, Guacamole, Lettuce",$11.25 
127,2,1,Canned Soft Drink,Sprite,$1.25 
128,2,1,Steak Soft Tacos,"Fresh Tomato Salsa, Cheese, Sour Cream",$9.25 
128,2,1,Chips and Guacamole,,$4.45 
128,2,1,Veggie Salad Bowl,"Fresh Tomato Salsa, Fajita Vegetables, Lettuce, Guacamole, Sour Cream, Cheese, Black Beans, Rice",$11.25 
129,2,1,Steak Burrito,"Tomatillo Green Chili Salsa, Rice, Cheese, Guacamole",$11.75 
129,2,1,Steak Burrito,"Tomatillo Green Chili Salsa, Rice, Cheese, Guacamole",$11.75 
129,2,1,6 Pack Soft Drink,Sprite,$6.49 
130,2,1,Steak Soft Tacos,"Tomatillo-Red Chili Salsa (Hot), Lettuce",$8.99 
130,2,1,Chips and Tomatillo-Red Chili Salsa,,$2.39 
131,2,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce",$8.49 
131,2,1,Chips and Fresh Tomato Salsa,,$2.39 
132,2,1,Chicken Bowl,"Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",$11.25 
132,2,1,Chicken Bowl,"Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce",$8.75 
132,2,1,Chips,,$2.15 
133,2,1,Steak Bowl,"Roasted Chili Corn Salsa (Medium), Rice, Black Beans, Sour Cream",$8.99 
133,2,1,Side of Chips,,$1.69 
134,2,1,Chicken Burrito,"Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese, Lettuce",$8.75 
134,2,1,Chicken Burrito,"Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",$11.25 
134,2,1,Chips,,$2.15 
135,2,1,Chips and Guacamole,,$4.45 
135,2,1,Chicken Bowl,"Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream",$8.75 
136,2,1,Chicken Soft Tacos,"Tomatillo-Red Chili Salsa (Hot), Fajita Veggies",$8.49 
136,2,1,Steak Burrito,"Tomatillo-Green Chili Salsa (Medium), Cheese, Lettuce",$8.99 
137,2,2,Chicken Salad Bowl,"Fresh Tomato Salsa, Fajita Vegetables",$17.50 
138,2,1,Chicken Burrito,"Roasted Chili Corn Salsa (Medium), Rice, Fajita Veggies, Cheese",$8.49 
138,2,1,Canned Soda,Diet Coke,$1.09 
138,2,1,Bottled Water,,$1.09 
139,2,1,Chicken Bowl,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Sour Cream",$8.75 
139,2,1,Canned Soft Drink,Coke,$1.25 
139,2,1,Chips,,$2.15 
140,2,1,Steak Burrito,"Fresh Tomato (Mild), Lettuce, Guacamole, Rice, Cheese",$11.08 
141,2,1,Chicken Burrito,"Roasted Chili Corn Salsa (Medium), Pinto Beans, Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce",$8.49 
141,2,1,Chicken Soft Tacos,"Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot), Rice, Fajita Veggies, Cheese, Lettuce",$8.49 
142,2,1,Steak Burrito,"Roasted Chili Corn Salsa (Medium), Rice",$8.99 
142,2,1,Chips and Fresh Tomato Salsa,,$2.39 
143,2,1,Chicken Bowl,"Tomatillo Red Chili Salsa, Rice, Cheese",$8.75 
143,2,1,Chips,,$2.15 
143,2,1,Bottled Water,,$1.50 
144,2,1,Chicken Burrito,"Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",$11.25 
144,2,1,Chips,,$2.15 
145,2,1,Chicken Soft Tacos,"Fresh Tomato Salsa (Mild), Black Beans, Rice, Cheese, Sour Cream, Lettuce",$8.49 
145,2,1,Chicken Soft Tacos,"Fresh Tomato Salsa (Mild), Rice, Cheese, Sour Cream",$8.49 
146,2,1,Barbacoa Burrito,"Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Guacamole, Lettuce",$11.75 
146,2,1,Steak Burrito,"Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Cheese, Lettuce",$9.25 
147,2,1,Steak Bowl,"Tomatillo Red Chili Salsa, Fajita Vegetables, Cheese, Guacamole, Lettuce",$11.75 
147,2,1,Canned Soft Drink,Coke,$1.25 
148,2,1,Chicken Burrito,"Tomatillo Red Chili Salsa, Rice, Black Beans, Sour Cream, Cheese, Lettuce, Guacamole",$11.25 
148,2,1,Chicken Burrito,"Tomatillo Green Chili Salsa, Rice, Pinto Beans, Sour Cream, Cheese, Lettuce",unknown
148,2,1,Chips and Guacamole,,$4.45 
148,2,1,6 Pack Soft Drink,Diet Coke,$6.49 
149,2,1,Steak Soft Tacos,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce",$9.25 
149,2,1,Chips and Fresh Tomato Salsa,,$2.95 
149,2,1,Chicken Soft Tacos,"Fresh Tomato Salsa, Fajita Vegetables, Cheese, Guacamole, Lettuce",$11.25 
149,2,1,Chips and Guacamole,,$4.45 
149,2,1,Canned Soft Drink,Lemonade,$1.25 
149,2,1,Canned Soft Drink,Sprite,$1.25 
150,2,1,Chicken Bowl,"Tomatillo-Red Chili Salsa (Hot), Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce",$8.49 
150,2,1,Chips and Tomatillo-Red Chili Salsa,,$2.39 
150,2,2,Canned Soda,Diet Coke,$2.18 
151,2,1,Chicken Burrito,"Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Cheese",$8.49 
151,2,2,Canned Soda,Coca Cola,$2.18 
152,2,2,Steak Burrito,"Fresh Tomato (Mild), Lettuce, Guacamole, Rice, Cheese",$22.16 
153,2,2,Chicken Soft Tacos,"Fresh Tomato Salsa, Sour Cream",$17.50 
154,2,1,Chicken Burrito,"Tomatillo Green Chili Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce",$8.75 
154,2,1,Chips and Tomatillo Red Chili Salsa,,$2.95 
154,2,1,6 Pack Soft Drink,Coke,$6.49 
155,2,1,Steak Burrito,"Fresh Tomato Salsa (Mild), Pinto Beans, Cheese, Sour Cream",$8.99 
155,2,1,Izze,Blackberry,$3.39 
155,2,1,Izze,Grapefruit,$3.39 
156,2,1,Steak Burrito,"Fresh Tomato Salsa (Mild), Cheese, Sour Cream, Lettuce",$8.99 
156,2,1,Chicken Burrito,"Fresh Tomato Salsa (Mild), Pinto Beans, Cheese, Sour Cream, Lettuce",$8.49 
157,2,1,Chicken Burrito,"Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",$11.25 
157,2,1,Chips,,$2.15 
158,2,1,Chicken Crispy Tacos,"Tomatillo Green Chili Salsa, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",$11.25 
158,2,1,Chips and Tomatillo Green Chili Salsa,,$2.95 
159,2,1,Chicken Burrito,"Roasted Chili Corn Salsa, Rice, Fajita Vegetables, Black Beans, Cheese, Lettuce, Guacamole",$11.25 
159,2,1,Canned Soft Drink,Diet Coke,$1.25 
160,2,1,Steak Burrito,"Roasted Chili Corn Salsa (Medium), Black Beans, Cheese, Sour Cream, Lettuce",$8.99 
160,2,1,Canned Soda,Diet Coke,$1.09 
161,2,1,Chicken Bowl,"Fresh Tomato Salsa, Rice, Cheese, Sour Cream",$8.75 
161,2,1,Chicken Burrito,"Fresh Tomato Salsa, Rice, Cheese, Sour Cream",$8.75 
162,2,1,Carnitas Burrito,"Fresh Tomato Salsa, Rice, Pinto Beans, Sour Cream, Cheese",$9.25 
162,2,1,Chips and Fresh Tomato Salsa,,$2.95 
163,2,1,Barbacoa Burrito,"Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Lettuce, Guacamole",$11.75 
163,2,1,Bottled Water,,$1.50 
164,2,1,Steak Burrito,"Roasted Chili Corn Salsa (Medium), Rice, Black Beans, Sour Cream",$8.99 
164,2,1,Canned Soda,Mountain Dew,$1.09 
165,2,1,Chicken Bowl,"Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole",$11.25 
165,2,1,Canned Soft Drink,Coke,$1.25 
165,2,1,Canned Soft Drink,Coke,$1.25 
166,2,1,Chicken Burrito,"Fresh Tomato Salsa, Rice, Black Beans, Sour Cream, Cheese, Guacamole",$11.25 
166,2,1,Steak Burrito,"Tomatillo Red Chili Salsa, Rice, Fajita Vegetables, Sour Cream, Cheese, Lettuce, Guacamole",$11.75 
166,2,1,Chips,,$2.15 
167,2,1,Barbacoa Burrito,"Tomatillo-Red Chili Salsa (Hot), Rice, Cheese, Sour Cream, Lettuce",$8.99 
167,2,1,Side of Chips,,$1.69 
168,2,1,Steak Bowl,"Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",$11.75 
168,2,1,6 Pack Soft Drink,Diet Coke,$6.49 
169,2,1,Chicken Burrito,"Fresh Tomato Salsa, Cheese, Sour Cream",$8.75 
169,2,1,Steak Soft Tacos,"Fresh Tomato Salsa, Cheese, Sour Cream",$9.25 
170,2,1,Chicken Burrito,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Pinto Beans, Cheese, Guacamole, Lettuce",$11.25 
170,2,1,Chips and Guacamole,,$4.45 
170,2,1,Canned Soft Drink,Coke,$1.25 
171,2,1,Veggie Burrito,"Tomatillo Green Chili Salsa, Guacamole",$11.25 
171,2,1,Chips and Guacamole,,$4.45 
172,2,1,Chicken Burrito,"Roasted Chili Corn Salsa (Medium), Pinto Beans, Rice, Cheese, Sour Cream, Lettuce",$8.49 
172,2,1,Barbacoa Burrito,"Tomatillo-Red Chili Salsa (Hot), Pinto Beans, Rice, Cheese, Sour Cream, Lettuce",$8.99 
173,2,1,Chicken Burrito,"Roasted Chili Corn Salsa (Medium), Rice, Fajita Veggies, Cheese",$8.49 
173,2,1,Carnitas Bowl,"Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium), Rice, Cheese, Lettuce",$8.99 
174,2,1,Chicken Burrito,"Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Lettuce, Guacamole",$11.25 
174,2,1,Canned Soft Drink,Sprite,$1.25 
175,2,1,Steak Burrito,"Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole",$11.75 
175,2,1,Canned Soft Drink,Coke,$1.25 
176,2,1,Steak Burrito,"Fresh Tomato Salsa, Rice, Pinto Beans, Cheese, Guacamole, Lettuce",$11.75 
176,2,1,Carnitas Soft Tacos,"Fresh Tomato Salsa, Cheese, Lettuce",$9.25 
176,2,1,Chips and Guacamole,,$4.45 
177,2,1,Chicken Bowl,"Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",$11.25 
177,2,1,Chips,,$2.15 
178,2,3,Chicken Bowl,"Fresh Tomato Salsa (Mild), Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium), Black Beans, Rice, Fajita Veggies, Cheese, Guacamole, Lettuce",$32.94 
179,2,1,Canned Soft Drink,Coke,$1.25 
179,2,1,Chicken Bowl,"Tomatillo Green Chili Salsa, Sour Cream, Cheese, Guacamole",$11.25 
180,2,1,Steak Bowl,"Tomatillo-Red Chili Salsa (Hot), Rice, Cheese, Sour Cream, Guacamole, Lettuce",$11.48 
180,2,1,Side of Chips,,$1.69 
180,2,1,Canned Soda,Dr. Pepper,$1.09 
181,2,2,Chicken Bowl,Tomatillo Red Chili Salsa,$17.50 
182,2,1,Chips and Guacamole,,$4.45 
182,2,1,6 Pack Soft Drink,Diet Coke,$6.49 
182,2,1,Barbacoa Bowl,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese",$9.25 
183,2,1,Chicken Soft Tacos,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce",$8.75 
183,2,1,Steak Burrito,"Tomatillo Green Chili Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce",$9.25 
184,2,1,Carnitas Burrito,"Fresh Tomato Salsa, Rice, Cheese, Sour Cream, Lettuce",$9.25 
184,2,1,Chicken Bowl,"Roasted Chili Corn Salsa, Rice, Lettuce",$8.75 
184,2,1,Chicken Burrito,"Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce",$8.75 
184,2,1,Chips,,$2.15 
184,2,1,Chips and Fresh Tomato Salsa,,$2.95 
185,2,2,Chicken Soft Tacos,"Fresh Tomato Salsa, Sour Cream, Lettuce",$17.50 
186,2,1,Chicken Soft Tacos,"Tomatillo-Red Chili Salsa (Hot), Roasted Chili Corn Salsa (Medium), Guacamole, Cheese, Sour Cream",$10.98 
186,2,1,Steak Bowl,"Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot), Rice, Cheese, Sour Cream, Guacamole",$11.48 
186,2,1,Barbacoa Crispy Tacos,"Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot), Cheese, Sour Cream, Guacamole",$11.48 
186,2,1,Izze,Grapefruit,$3.39 
187,2,1,Steak Burrito,"Tomatillo-Red Chili Salsa (Hot), Rice, Cheese, Sour Cream, Lettuce",$8.99 
187,2,1,Side of Chips,,$1.69 
188,2,1,Carnitas Bowl,"Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce",$8.99 
188,2,1,Canned Soda,Coca Cola,$1.09 
189,2,1,Veggie Burrito,"Roasted Chili Corn Salsa (Medium), Fresh Tomato Salsa (Mild), Rice, Black Beans, Pinto Beans, Fajita Veggies, Guacamole, Lettuce",$10.98 
189,2,1,N/Atucket Nectar,Pomegranate Cherry,$3.39 
190,2,1,Steak Crispy Tacos,"Roasted Chili Corn Salsa (Medium), Tomatillo-Green Chili Salsa (Medium), Rice, Black Beans, Cheese, Sour Cream",$8.99 
190,2,1,Canned Soda,Dr. Pepper,$1.09 
191,2,1,Steak Burrito,"Tomatillo Green Chili Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce",$9.25 
191,2,1,Chicken Soft Tacos,"Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce",$8.75 
192,2,1,Chicken Burrito,"Roasted Chili Corn Salsa, Rice, Fajita Vegetables, Black Beans, Sour Cream, Cheese, Lettuce, Guacamole",$11.25 
192,2,1,Chips and Guacamole,,unknown
192,2,1,Chips and Tomatillo Red Chili Salsa,,$2.95 
192,2,1,Steak Bowl,"Tomatillo Red Chili Salsa, Rice, Pinto Beans, Cheese",$9.25 
193,2,3,Bowl,"Braised Carnitas, Pinto Beans, Sour Cream, Cheese, Cilantro-Lime Rice",$22.20 
194,2,1,Chicken Burrito,"Roasted Chili Corn Salsa (Medium), Rice, Fajita Veggies, Cheese",$8.49 
194,2,1,Steak Burrito,"Fresh Tomato Salsa (Mild), Black Beans, Rice, Cheese, Sour Cream, Lettuce",$8.99 
195,2,1,Chicken Burrito,"Fresh Tomato Salsa, Rice, Cheese, Sour Cream, Lettuce",$8.75 
195,2,1,Chicken Bowl,"Fresh Tomato Salsa, Rice, Black Beans, Cheese, Lettuce",$8.75 
195,2,1,Barbacoa Burrito,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce",$11.75 
195,2,1,Chicken Burrito,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream",$8.75 
195,2,1,Chicken Burrito,"Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",$11.25 
195,2,1,Carnitas Soft Tacos,"Fresh Tomato Salsa, Sour Cream, Lettuce",$9.25 
195,2,1,Chicken Bowl,"Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",$11.25 
195,2,1,Veggie Salad Bowl,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce",$11.25 
196,2,1,Chicken Bowl,"Fresh Tomato Salsa, Rice, Black Beans, Cheese",$8.75 
196,2,1,Chicken Burrito,"Fresh Tomato Salsa, Black Beans, Cheese, Guacamole, Lettuce",$11.25 
196,2,1,Chips and Fresh Tomato Salsa,,$2.95 
196,2,1,Canned Soft Drink,Coke,$1.25 
197,2,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce",$8.49 
197,2,1,Side of Chips,,$1.69 
198,2,1,Carnitas Burrito,"Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",$11.75 
198,2,1,Chicken Burrito,"Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",$11.25 
199,2,1,Chicken Bowl,"Tomatillo Green Chili Salsa, Rice, Black Beans, Cheese",$8.75 
199,2,1,Chicken Bowl,"Roasted Chili Corn Salsa, Rice, Fajita Vegetables, Black Beans, Sour Cream, Cheese, Lettuce",$8.75 
199,2,1,Chips and Guacamole,,$4.45 
200,2,1,Veggie Burrito,"Fresh Tomato Salsa (Mild), Pinto Beans, Rice, Cheese, Sour Cream",$8.49 
200,2,1,Chips and Guacamole,,$3.99 
201,2,1,Veggie Burrito,"Fresh Tomato Salsa (Mild), Pinto Beans, Rice, Sour Cream, Cheese",$8.49 
201,2,1,Chips and Guacamole,,$3.99 
202,3,1,Barbacoa Bowl,"Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium), Black Beans, Rice, Cheese, Guacamole",$11.48 
202,3,1,Side of Chips,,$1.69 
202,3,1,Canned Soda,Diet Dr. Pepper,$1.09 
203,3,1,Chicken Soft Tacos,"Roasted Chili Corn Salsa, Rice, Cheese, Lettuce, Guacamole",$11.25 
203,3,1,Bottled Water,,$1.50 
204,3,1,Chicken Burrito,"Fresh Tomato (Mild), Guacamole, Lettuce, Rice, Fajita Veggies, Sour Cream, Cheese",$10.58 
204,3,1,Side of Chips,,$1.69 
205,3,1,Carnitas Burrito,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce",$9.25 
205,3,1,Veggie Burrito,"Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",$11.25 
205,3,1,Chicken Bowl,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese",$8.75 
205,3,1,Steak Burrito,"Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce",$9.25 
205,3,1,Chicken Burrito,"Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",$11.25 
205,3,1,Chicken Bowl,"Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",$11.25 
205,3,1,Chicken Bowl,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese",$8.75 
205,3,1,Barbacoa Crispy Tacos,"Fresh Tomato Salsa, Guacamole",$11.75 
205,3,1,Chicken Burrito,"Fresh Tomato Salsa, Cheese",$8.75 
205,3,1,Chicken Burrito,"Fresh Tomato Salsa, Rice, Cheese, Lettuce",$8.75 
205,3,1,Chicken Bowl,"Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce",$8.75 
205,3,1,Chips,,$2.15 
206,3,1,Chicken Bowl,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole",$11.25 
206,3,1,Steak Bowl,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole",$11.75 
206,3,2,Canned Soft Drink,Diet Coke,$2.50 
206,3,1,Chips and Guacamole,,$4.45 
207,3,1,Steak Soft Tacos,"Fresh Tomato Salsa, Sour Cream, Cheese",$9.25 
207,3,1,Chips and Guacamole,,$4.45 
207,3,1,Veggie Salad Bowl,"Fresh Tomato Salsa, Rice, Lettuce, Guacamole, Fajita Vegetables, Cheese, Sour Cream, Black Beans",$11.25 
208,3,1,Veggie Burrito,"Fresh Tomato Salsa (Mild), Pinto Beans, Cheese",$8.49 
208,3,1,Chips and Guacamole,,$3.99 
209,3,1,Steak Bowl,"Tomatillo Green Chili Salsa, Fajita Vegetables, Rice, Lettuce",$9.25 
209,3,1,Steak Bowl,"Fresh Tomato Salsa, Rice, Cheese, Sour Cream",$9.25 
210,3,1,Chicken Bowl,"Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Guacamole",$11.25 
210,3,1,Barbacoa Burrito,"Tomatillo Green Chili Salsa, Rice, Black Beans, Cheese, Lettuce",$9.25 
211,3,1,Steak Burrito,"Roasted Chili Corn Salsa, Rice, Black Beans, Sour Cream, Lettuce, Guacamole",$11.75 
211,3,1,Chicken Soft Tacos,"Roasted Chili Corn Salsa, Rice, Cheese, Lettuce, Guacamole",$11.25 
212,3,1,Canned Soft Drink,Lemonade,$1.25 
212,3,2,Carnitas Bowl,"Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",$23.50 
212,3,1,Canned Soft Drink,Coke,$1.25 
213,3,1,Steak Burrito,"Tomatillo-Red Chili Salsa (Hot), Rice",$8.99 
213,3,1,Chicken Bowl,"Tomatillo-Red Chili Salsa (Hot), Rice",$8.49 
214,3,1,Burrito,"Adobo-Marinated and Grilled Chicken, Pinto Beans, Sour Cream, Salsa, Cheese, Cilantro-Lime Rice, Guacamole",$7.40 
214,3,1,Burrito,"Braised Barbacoa, Vegetarian Black Beans, Sour Cream, Salsa, Cheese, Cilantro-Lime Rice",$7.40 
215,3,1,Veggie Bowl,"Roasted Chili Corn Salsa, Rice, Black Beans, Sour Cream, Lettuce",$8.75 
215,3,1,Canned Soft Drink,Diet Coke,$1.25 
215,3,1,Chips and Guacamole,,$4.45 
215,3,1,Veggie Bowl,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce",$8.75 
215,3,1,Chips,,$2.15 
216,3,1,Chicken Burrito,"Tomatillo Green Chili Salsa, Rice, Black Beans, Cheese, Sour Cream",$8.75 
216,3,1,Chips and Guacamole,,$4.45 
217,3,1,Burrito,"Braised Barbacoa, Pinto Beans, Sour Cream, Salsa, Cheese, Cilantro-Lime Rice, Guacamole",$7.40 
217,3,1,Crispy Tacos,Adobo-Marinated and Grilled Steak,$7.40 
217,3,1,Crispy Tacos,Adobo-Marinated and Grilled Chicken,$7.40 
218,3,1,Steak Burrito,"Fresh Tomato Salsa (Mild), Pinto Beans, Rice, Sour Cream",$8.99 
218,3,1,Chips and Guacamole,,$3.99 
219,3,1,Steak Bowl,"Tomatillo-Red Chili Salsa (Hot), Pinto Beans, Rice, Cheese, Sour Cream, Lettuce",$8.99 
219,3,1,Side of Chips,,$1.69 
220,3,1,Chicken Salad Bowl,"Roasted Chili Corn Salsa, Black Beans, Sour Cream, Cheese, Lettuce",$8.75 
220,3,1,Chicken Bowl,"Fresh Tomato Salsa, Rice, Black Beans, Sour Cream, Cheese",$8.75 
221,3,1,Chicken Salad Bowl,"Tomatillo Green Chili Salsa, Fajita Vegetables, Black Beans, Pinto Beans, Lettuce",$8.75 
221,3,1,Chicken Salad Bowl,"Tomatillo Green Chili Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce",$8.75 
222,3,1,Veggie Bowl,"Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Guacamole",$11.25 
222,3,1,Chicken Burrito,"Tomatillo Red Chili Salsa, Fajita Vegetables, Rice, Black Beans, Guacamole",$11.25 
222,3,1,Chips and Fresh Tomato Salsa,,$2.95 
223,3,1,Chicken Burrito,"Fresh Tomato Salsa, Rice, Black Beans, Cheese",$8.75 
223,3,2,Steak Burrito,"Fresh Tomato Salsa, Sour Cream, Lettuce, Cheese, Rice",$18.50 
224,3,1,Veggie Burrito,"Fresh Tomato Salsa (Mild), Pinto Beans, Rice, Cheese, Sour Cream",$8.49 
224,3,1,Chips and Guacamole,,$3.99 
225,3,1,Chips and Tomatillo Green Chili Salsa,,$2.95 
225,3,1,Carnitas Bowl,"Tomatillo Green Chili Salsa, Pinto Beans, Black Beans",$9.25 
225,3,1,Steak Burrito,"Tomatillo Green Chili Salsa, Cheese",$9.25 
225,3,2,Bottled Water,,$3.00 
225,3,1,Canned Soft Drink,Diet Coke,$1.25 
226,3,1,Chicken Bowl,"Fresh Tomato Salsa, Rice, Cheese, Lettuce",$8.75 
226,3,1,Barbacoa Burrito,"Tomatillo Green Chili Salsa, Fajita Vegetables, Pinto Beans, Sour Cream, Cheese, Lettuce",$9.25 
226,3,1,Chips and Guacamole,,unknown
227,3,1,Chicken Bowl,"Tomatillo Green Chili Salsa, Rice, Black Beans, Cheese",$8.75 
227,3,1,Chicken Bowl,"Roasted Chili Corn Salsa, Rice, Pinto Beans, Lettuce, Guacamole",$11.25 
227,3,1,Chips and Guacamole,,$4.45 
228,3,1,Chicken Bowl,"Roasted Chili Corn Salsa (Medium), Black Beans, Fajita Veggies, Cheese, Guacamole, Lettuce",$10.98 
229,3,2,Steak Burrito,"Fresh Tomato (Mild), Lettuce, Guacamole, Rice, Cheese",$22.16 
230,3,1,Chips and Guacamole,,$4.45 
