Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
33039437,04/01/2016 10:25:19 AM,04/01/2016 06:36:25 PM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10472,1105 MORRISON AVENUE,MORRISON AVENUE,WATSON AVENUE,HARROD PLACE,,,ADDRESS,BRONX,,Precinct,Closed,04/01/2016 06:25:19 PM,The Police Department responded to the complaint and took action to fix the condition.,04/01/2016 06:36:25 PM,09 BRONX,BRONX,1019140,240505,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.826737268337354,-73.87393118325969,"(40.826737268337354, -73.87393118325969)"
33033482,04/01/2016 10:25:35 AM,04/01/2016 04:42:14 PM,DHS,Operations Unit - Department of Homeless Services,Homeless Person Assistance,N/A,Store/Commercial,10016,514 3 AVENUE,3 AVENUE,EAST 34 STREET,EAST 35 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,04/01/2016 06:40:28 PM,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/01/2016 04:42:14 PM,06 MANHATTAN,MANHATTAN,990370,211076,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.746029326741365,-73.97791326408628,"(40.746029326741365, -73.97791326408628)"
33039554,04/01/2016 10:25:41 AM,04/04/2016 03:46:42 PM,DOF,Senior Citizen Rent Increase Exemption Unit,SCRIE,Copy of Approval Order,Address Unknown,,,,,,,,,,,N/A,Closed,04/15/2016 10:25:41 AM,We have mailed the requested document(s).,04/04/2016 03:46:42 PM,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,N/A,,,
33035416,04/01/2016 10:26:00 AM,,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10011,238 WEST   20 STREET,WEST   20 STREET,7 AVE,8 AVE,,,ADDRESS,NEW YORK,,N/A,Open,,,,04 MANHATTAN,MANHATTAN,984746,209871,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.74272400693027,-73.99821005271124,"(40.74272400693027, -73.99821005271124)"
33039774,04/01/2016 10:26:20 AM,,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,11234,4570 KINGS HIGHWAY,KINGS HIGHWAY,AVENUE J,AVENUE I,,,ADDRESS,BROOKLYN,,N/A,Open,04/08/2016 10:26:20 AM,,,18 BROOKLYN,BROOKLYN,1002947,168462,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.62904607720631,-73.93264184853386,"(40.62904607720631, -73.93264184853386)"
33040981,04/01/2016 10:26:26 AM,04/05/2016 09:15:29 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11223,2203 CONEY ISLAND AVENUE,CONEY ISLAND AVENUE,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",04/05/2016 09:15:29 PM,15 BROOKLYN,BROOKLYN,994919,159148,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.60349438525401,-73.9615783795919,"(40.60349438525401, -73.9615783795919)"
33038211,04/01/2016 10:26:28 AM,04/04/2016 01:08:52 PM,DOT,Department of Transportation,Sidewalk Condition,Defective Hardware,Sidewalk,11218,3823 13 AVENUE,13 AVENUE,38 STREET,39 STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,04/11/2016 10:26:28 AM,"The  Department of Transportation inspected the condition you reported and issued a Corrective Action Repair (CAR) to the contractor or utility company. The responsible party has a maximum of 30 days to correct the condition. If after that time the condition still exists, the Agency may issue the responsible party a summons and/or correct the condition.",04/04/2016 01:08:52 PM,12 BROOKLYN,BROOKLYN,988169,172814,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.641010256190086,-73.98587880934497,"(40.641010256190086, -73.98587880934497)"
33034963,04/01/2016 10:26:28 AM,,DOHMH,Department of Health and Mental Hygiene,Standing Water,Swimming Pool - Unmaintained,1-2 Family Dwelling,11218,183 EAST 5 STREET,EAST 5 STREET,FT HAMILTON PARKWAY,CATON AVENUE,,,ADDRESS,BROOKLYN,,N/A,Open,05/01/2016 10:26:28 AM,The Department of Health and Mental Hygiene will review this Service Request. These types of complaints usually result in agency contact or an inspection. Status will be available at www.nyc.gov/311 within 30 days of the date you submitted the request. Note the Service Request number for future reference.,,07 BROOKLYN,BROOKLYN,990791,175465,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.648285131470026,-73.97642848173126,"(40.648285131470026, -73.97642848173126)"
33034346,04/01/2016 10:26:40 AM,04/04/2016 07:05:04 AM,DOF,Department of Finance,DOF Literature Request,SCRIE Renewal Application - Rent-Stabilized Apartments,,,,,,,,,,,,N/A,Closed,04/11/2016 06:56:46 AM,"The literature has been mailed. If it has not been received, please request it again from 311.",04/04/2016 06:56:46 AM,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
33035428,04/01/2016 10:27:00 AM,04/02/2016 12:00:00 PM,DSNY,Bronx 08,Sanitation Condition,12 Dead Animals,Sidewalk,10463,3027 NETHERLAND AVENUE,NETHERLAND AVENUE,,,,,ADDRESS,BRONX,,N/A,Closed,,,04/02/2016 12:00:00 PM,08 BRONX,BRONX,1008438,260474,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.881581986698265,-73.91252887713254,"(40.881581986698265, -73.91252887713254)"
33039550,04/01/2016 10:27:00 AM,04/02/2016 12:00:00 PM,DSNY,BCC - Bronx,Sweeping/Missed,3A Sweeping/Missed,Sidewalk,,NEEDHAM AVENUE,NEEDHAM AVENUE,EASTCHESTER ROAD,EAST 222 STREET,,,BLOCKFACE,,,DSNY Garage,Closed,,,04/02/2016 12:00:00 PM,12 BRONX,BRONX,,,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
33037776,04/01/2016 10:27:05 AM,04/01/2016 11:08:36 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10012,222 BOWERY,BOWERY,RIVINGTON STREET,PRINCE STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,04/01/2016 06:27:05 PM,The Police Department responded to the complaint and took action to fix the condition.,04/01/2016 11:08:36 PM,02 MANHATTAN,MANHATTAN,986081,202329,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.722022893084805,-73.99339440427717,"(40.722022893084805, -73.99339440427717)"
33037341,04/01/2016 10:27:17 AM,04/01/2016 03:06:01 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11102,26-07 12 STREET,12 STREET,26 AVENUE,27 AVENUE,,,ADDRESS,ASTORIA,,Precinct,Closed,04/01/2016 06:27:17 PM,The Police Department responded and upon arrival those responsible for the condition were gone.,04/01/2016 03:06:01 PM,01 QUEENS,QUEENS,1003724,221251,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.77393776006494,-73.92968996833318,"(40.77393776006494, -73.92968996833318)"
33036433,04/01/2016 10:28:12 AM,04/01/2016 03:22:33 PM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11369,30-26 91 STREET,91 STREET,30 AVENUE,31 AVENUE,,,ADDRESS,EAST ELMHURST,,Precinct,Closed,04/01/2016 06:28:12 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,04/01/2016 03:22:33 PM,03 QUEENS,QUEENS,1018085,216602,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.761134169227546,-73.87786365740497,"(40.761134169227546, -73.87786365740497)"
33034308,04/01/2016 10:28:14 AM,,DHS,Operations Unit - Department of Homeless Services,Homeless Person Assistance,N/A,Street/Sidewalk,10023,1889 BROADWAY,BROADWAY,WEST 62 STREET,WEST 63 STREET,,,ADDRESS,NEW YORK,,N/A,Assigned,04/01/2016 11:28:14 AM,The Department of Homeless Services has sent a mobile outreach response team to the location.,04/01/2016 10:30:38 AM,07 MANHATTAN,MANHATTAN,989192,220155,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.77094959637124,-73.98215792592525,"(40.77094959637124, -73.98215792592525)"
33045459,04/01/2016 10:28:14 AM,04/01/2016 02:44:03 PM,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10458,2364 TIEBOUT AVENUE,TIEBOUT AVENUE,,,,,ADDRESS,BRONX,,N/A,Closed,,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",04/01/2016 02:44:03 PM,05 BRONX,BRONX,1012945,252098,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.858578939552075,-73.89626608620235,"(40.858578939552075, -73.89626608620235)"
33040913,04/01/2016 10:28:14 AM,04/01/2016 02:44:03 PM,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10458,2364 TIEBOUT AVENUE,TIEBOUT AVENUE,,,,,ADDRESS,BRONX,,N/A,Closed,,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",04/01/2016 02:44:03 PM,05 BRONX,BRONX,1012945,252098,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.858578939552075,-73.89626608620235,"(40.858578939552075, -73.89626608620235)"
33035506,04/01/2016 10:28:15 AM,04/06/2016 09:58:59 AM,DOT,Department of Transportation,Sidewalk Condition,Blocked - Construction,Sidewalk,11225,181 HAWTHORNE STREET,HAWTHORNE STREET,BEDFORD AVENUE,ROGERS AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,04/11/2016 10:28:15 AM,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,04/06/2016 09:58:59 AM,09 BROOKLYN,BROOKLYN,996883,178858,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.65759158062353,-73.95446865284168,"(40.65759158062353, -73.95446865284168)"
33034212,04/01/2016 10:28:34 AM,,CHALL,CHALL,Opinion for the Mayor,HOUSING,,,,,,,,,,,,,Email Sent,04/15/2016 10:28:41 AM,"Your comments have been submitted to the Mayor’s Office. If you provided contact information, the agency will contact you within 14 days. No further status will be available at 311.",,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,1-1-1232096323,,,,,,
33037256,04/01/2016 10:28:50 AM,04/13/2016 10:53:46 AM,DOT,Department of Transportation,Broken Muni Meter,No Receipt,Street,11226,NEWKIRK AVENUE,NEWKIRK AVENUE,EAST 14 STREET,EAST 15 STREET,,,BLOCKFACE,BROOKLYN,,N/A,Closed,04/22/2016 10:28:50 AM,General maintenance and cleaning is on a regular schedule. The next scheduled maintenance and cleaning will correct the condition.,04/13/2016 10:53:46 AM,14 BROOKLYN,BROOKLYN,994302,170738,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.63530724278609,-73.96378308723435,"(40.63530724278609, -73.96378308723435)"
33040683,04/01/2016 10:28:53 AM,04/14/2016 01:23:18 AM,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11691,22-11 NEW HAVEN AVENUE,NEW HAVEN AVENUE,,,,,ADDRESS,Far Rockaway,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,04/14/2016 01:23:18 AM,Unspecified QUEENS,QUEENS,1051990,158349,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.60104882383861,-73.75606068837948,"(40.60104882383861, -73.75606068837948)"
33041485,04/01/2016 10:28:53 AM,04/14/2016 01:23:18 AM,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11691,22-11 NEW HAVEN AVENUE,NEW HAVEN AVENUE,,,,,ADDRESS,Far Rockaway,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to inspect the conditions. If the conditions still exist and an inspection is required, please contact the borough office with your complaint number at 718 286 - 0823 (QUEENS).",04/14/2016 01:23:18 AM,Unspecified QUEENS,QUEENS,1051990,158349,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.60104882383861,-73.75606068837948,"(40.60104882383861, -73.75606068837948)"
33039790,04/01/2016 10:28:55 AM,04/09/2016 07:12:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,11238,192 GREENE AVENUE,GREENE AVENUE,CAMBRIDGE PLACE,ST JAMES PLACE,,,ADDRESS,BROOKLYN,,N/A,Closed,,,04/09/2016 07:12:00 PM,02 BROOKLYN,BROOKLYN,994248,189541,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.68691738470235,-73.96394976612434,"(40.68691738470235, -73.96394976612434)"
33036943,04/01/2016 10:29:00 AM,04/05/2016 08:00:00 AM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10014,,,WAVERLY PL,W 10 ST,WAVERLY PLACE,WEST 10 STREET,INTERSECTION,NEW YORK,,N/A,Closed,,,04/05/2016 08:00:00 AM,02 MANHATTAN,MANHATTAN,983865,206868,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.73448152186862,-74.00138920254203,"(40.73448152186862, -74.00138920254203)"
33038142,04/01/2016 10:29:00 AM,04/02/2016 12:00:00 PM,DSNY,A - Staten Island,Dirty Conditions,E11 Litter Surveillance,Sidewalk,10314,VERMONT COURT,VERMONT COURT,GANSEVOORT BOULEVARD,SUFFOLK AVENUE,,,BLOCKFACE,STATEN ISLAND,,N/A,Closed,,,04/02/2016 12:00:00 PM,02 STATEN ISLAND,STATEN ISLAND,948995,158646,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.60205279443874,-74.12695898503505,"(40.60205279443874, -74.12695898503505)"
33034599,04/01/2016 10:29:00 AM,,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10014,376 WEST STREET,WEST STREET,MORTON ST,BARROW ST,,,ADDRESS,NEW YORK,,N/A,Open,,,,02 MANHATTAN,MANHATTAN,981362,205822,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.731610045836156,-74.01042037419352,"(40.731610045836156, -74.01042037419352)"
33036090,04/01/2016 10:29:08 AM,04/02/2016 10:32:15 AM,HPD,Department of Housing Preservation and Development,HPD Literature Request,The ABCs of Housing,,,,,,,,,,,,N/A,Closed,04/02/2016 10:29:08 AM,"The literature will be emailed within 24 hours. If it is not received, please call 311 and submit a new request.",04/01/2016 10:31:44 AM,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
33034238,04/01/2016 10:29:21 AM,05/11/2016 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,,10128,302 EAST   96 STREET,EAST   96 STREET,,,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Buildings investigated this complaint and removed the stop work order.,05/11/2016 12:00:00 AM,08 MANHATTAN,MANHATTAN,999013,224938,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.784066722750424,-73.94669072329998,"(40.784066722750424, -73.94669072329998)"
33038136,04/01/2016 10:29:24 AM,04/28/2016 06:05:38 AM,DOT,Department of Transportation,Broken Muni Meter,No Receipt,Street,11223,,,,,AVENUE S,EAST    9 STREET,INTERSECTION,BROOKLYN,,N/A,Closed,04/22/2016 10:29:24 AM,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",04/28/2016 06:05:39 AM,15 BROOKLYN,BROOKLYN,994529,158913,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.60284981907443,-73.96298322031213,"(40.60284981907443, -73.96298322031213)"
33038637,04/01/2016 10:29:46 AM,04/01/2016 03:49:49 PM,DOT,Department of Transportation,Street Condition,Cave-in,Street,10028,1280 LEXINGTON AVENUE,LEXINGTON AVENUE,EAST 86 STREET,EAST 87 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,04/11/2016 11:02:55 AM,"The Department of Transportation inspected the condition, sent notice to responsible party, and temporary repairs were made to make the area safe.",04/01/2016 03:49:49 PM,08 MANHATTAN,MANHATTAN,996569,223310,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.779602039671225,-73.95551900464217,"(40.779602039671225, -73.95551900464217)"
33045456,04/01/2016 10:29:52 AM,04/01/2016 03:24:14 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11226,223 LINDEN BOULEVARD,LINDEN BOULEVARD,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,,04/01/2016 03:24:14 PM,17 BROOKLYN,BROOKLYN,997907,177039,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.652597304092836,-73.95078167785087,"(40.652597304092836, -73.95078167785087)"
33035163,04/01/2016 10:30:25 AM,04/01/2016 01:12:57 PM,NYPD,New York City Police Department,Animal Abuse,Other (complaint details),Residential Building/House,11358,36-20 168 STREET,168 STREET,CROCHERON AVENUE,DEPOT ROAD,,,ADDRESS,FLUSHING,,Precinct,Closed,04/01/2016 06:30:25 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,04/01/2016 01:12:57 PM,07 QUEENS,QUEENS,1040199,217167,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76257265882861,-73.7980328755316,"(40.76257265882861, -73.7980328755316)"
33038157,04/01/2016 10:30:29 AM,04/04/2016 07:05:05 AM,DOF,Department of Finance,DOF Literature Request,SCRIE - Application for Seniors Not Enrolled - English,,,,,,,,,,,,N/A,Closed,04/11/2016 06:56:46 AM,"The literature has been mailed. If it has not been received, please request it again from 311.",04/04/2016 06:56:46 AM,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
33038246,04/01/2016 10:30:31 AM,04/04/2016 07:05:06 AM,DOF,Department of Finance,DOF Literature Request,Property Tax Exemption Application for Owners - English,,,,,,,,,,,,N/A,Closed,04/11/2016 06:56:46 AM,"The literature has been mailed. If it has not been received, please request it again from 311.",04/04/2016 06:56:46 AM,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
33035176,04/01/2016 10:30:32 AM,04/01/2016 12:44:32 PM,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11201,14 BOERUM PLACE,BOERUM PLACE,ADAMS STREET,LIVINGSTON STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,04/01/2016 06:30:32 PM,The Police Department responded and upon arrival those responsible for the condition were gone.,04/01/2016 12:44:32 PM,02 BROOKLYN,BROOKLYN,987243,191197,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.69146786473492,-73.98920727035534,"(40.69146786473492, -73.98920727035534)"
33034281,04/01/2016 10:30:52 AM,04/04/2016 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,,10003,131 EAST   15 STREET,EAST   15 STREET,,,,,ADDRESS,NEW YORK,,N/A,Closed,,,04/04/2016 12:00:00 AM,06 MANHATTAN,MANHATTAN,987597,206880,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.73451383400677,-73.98792295278585,"(40.73451383400677, -73.98792295278585)"
33041883,04/01/2016 10:30:52 AM,04/06/2016 10:12:04 AM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11370,24-25 83 STREET,83 STREET,,,,,ADDRESS,East Elmhurst,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,04/06/2016 10:12:04 AM,03 QUEENS,QUEENS,1015838,217687,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.764120526150776,-73.8859696876903,"(40.764120526150776, -73.8859696876903)"
33035109,04/01/2016 10:30:52 AM,04/01/2016 10:30:52 AM,DOB,Department of Buildings,Plumbing,Failure To Retain Water/Improper Drainage- (LL103/89),,11375,102-35 64 ROAD,64 ROAD,,,,,ADDRESS,Forest Hills,,N/A,Open,,,04/01/2016 12:00:00 AM,06 QUEENS,QUEENS,1024997,205699,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.73117905732163,-73.85297907223207,"(40.73117905732163, -73.85297907223207)"
33039905,04/01/2016 10:31:00 AM,04/14/2016 12:00:00 PM,DSNY,A - Brooklyn,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,11225,317 ROGERS AVENUE,ROGERS AVENUE,CROWN STREET,MONTGOMERY STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,,,04/14/2016 12:00:00 PM,09 BROOKLYN,BROOKLYN,997104,181806,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.66568287058246,-73.95366651373952,"(40.66568287058246, -73.95366651373952)"
33037246,04/01/2016 10:31:00 AM,04/04/2016 12:00:00 PM,DSNY,A - Canine Task Force Citywide,Dirty Conditions,E8 Canine Violation,Sidewalk,11220,314 50 STREET,50 STREET,3 AVENUE,4 AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,,04/04/2016 12:00:00 PM,07 BROOKLYN,BROOKLYN,980374,175103,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.647293087195706,-74.01396756545681,"(40.647293087195706, -74.01396756545681)"
33038477,04/01/2016 10:31:06 AM,,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,11221,485 THROOP AVENUE,THROOP AVENUE,,,,,ADDRESS,BROOKLYN,,N/A,Open,05/01/2016 10:31:06 AM,The graffiti on this property has been scheduled to be removed by the City.,04/01/2016 10:31:06 AM,03 BROOKLYN,BROOKLYN,1000485,189084,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.68565378178176,-73.94146184404342,"(40.68565378178176, -73.94146184404342)"
33039012,04/01/2016 10:31:29 AM,04/04/2016 03:43:44 PM,DOF,Senior Citizen Rent Increase Exemption Unit,SCRIE,Application Renewal,Senior Address,10019,,,,,,,ADDRESS,NEW YORK,,N/A,Closed,04/15/2016 10:31:29 AM,We have researched your claim.,04/04/2016 03:43:45 PM,05 MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
