Date / Time,City,State,Shape,Duration,Summary,Posted
4/14/16 22:44,Stoneham,MA,Triangle,5 minutes,Triangle shaped. ((anonymous)),4/15/2016
4/14/16 22:16,Oak Lawn,IL,Other,5-8 seconds,"UFO flying fluently over Deja Brew in Oak Lawn, Illinois.",4/15/2016
4/14/16 22:00,Lakehurst,NJ,Sphere,3 minutes,"Bright object streaks across sky then stops dead in place for 3 minutes, then disappears.",4/22/2016
4/14/16 21:50,Grande Prairie (Canada),AB,Light,15 minutes,"Bright light appears in the sky, and two lights shoot off of it in varying directions.",4/15/2016
4/14/16 20:45,Westfield,MA,Triangle,2 minutes,Went outside to let dog out..noticed triangle shape with 3 lights moving very very slow headed south east..started almost over head..de,4/15/2016
4/14/16 20:30,Wenatchee,WA,Circle,5 minutes,"Bright white round light, appeared, changed shape intermittently, moved fast side to side; two smaller white spheres shot out.",4/22/2016
4/14/16 19:30,Millwood Community to the outskirts of Andrews,SC,Light,>45 minutes,"Seen white and orange orbs in the Millwood Community, basically the orbs followed us to Andrews....",4/15/2016
4/14/16 19:00,Holland,MI,Sphere,1 minute,I saw a bright spear that would vanish out & reappear.Stay for about 30 seconds heading towards Lake Michigan,4/15/2016
4/14/16 18:15,Lexa,AR,Flash,300 milliseconds,Intense white spherical flash above a full rainbow. UNREAL.,4/15/2016
4/14/16 10:30,White Plains,MD,Chevron,,((HOAX??)) Saw large boomerang shapes object shadow across the road on Billingsley Road. Heard no sound and no lights. ((anon.)),4/29/2016
4/14/16 00:34,Knoxville,TN,Triangle,3 minutes,Triangle craft with escort.,4/15/2016
4/13/16 23:30,Indianapolis,IN,Triangle,10 minutes,3 silent military aircraft hover then fly over Indy,4/15/2016
4/13/16 22:42,Luella,GA,Unknown,9 minutes,"I noticed a light off to the northeast, roughly over Frog Road and the community of Luella.",4/15/2016
4/13/16 22:00,Hamilton,OH,Unknown,now,"Several (10-15) objects spread far apart hovering over Cincinnati area facing SSW. Flashing multi-colored (red, white, blue.",4/15/2016
4/13/16 21:30,Louisville,KY,Sphere,20-30 seconds,Approx 21:40 4/13/2016 bright white/clear orb.,4/15/2016
4/13/16 21:00,Corona (Queens),NY,Light,15 minutes +,Strange moving and color changing lights in the sky and strange flying object,4/15/2016
4/13/16 20:30,Curwensville,PA,Fireball,4 minutes,"Seen what I thought was a strange orange/yellow star, until it started to move slowly above me.",4/22/2016
4/13/16 19:15,Albuquerque,NM,Formation,10 minutes,5 Interconnected objects.,4/15/2016
4/13/16 19:10,Albuquerque,NM,Sphere,15 minutes,"5 spheres flying in formation over Albuquerque, NM. ((NUFORC Note: Photo suggests to us balloons. PD))",4/15/2016
4/13/16 11:00,Lascar (I-25; MM 62),CO,Sphere,2 hours,"Two beach ball sized spheres, one glowing yellow, one glowing orange side by side on the ground at 11 am in morning.",4/15/2016
4/12/16 22:00,Earl Park,IN,Other,30 minutes,7+ Craft spotted from rooftop. Quickly changing direction. Not convinced to be extraterrestrial.,4/15/2016
4/12/16 21:50,Wyoming,MI,Light,10 minutes,Red light moving and stopping before turning green and flying circles.,4/15/2016
4/12/16 21:50,Hamilton,MT,Light,30 seconds,Bright light moved slowly NE without a sound.,4/22/2016
4/12/16 21:45,Fort Lee,NJ,Triangle,1 hour,3 objects hovering higher than planes flashing red blue white lights.,4/15/2016
4/12/16 21:33,Chadds Ford,PA,Fireball,2 minutes,"Orange ball moving slowly across the sky, then disappeared.",5/20/2016
4/12/16 21:30,Ellsworth,KS,Fireball,10 minutes,Orange lights over central Kansas.,4/15/2016
4/12/16 21:25,Ellsworth,KS,Fireball,1 hour,Red pulsating lights hovering SW of Ellsworth. Lasted a good 30 seconds to a minute.,4/15/2016
4/12/16 21:05,Tappan,NY,Light,10 seconds,Small light (orb?) flying alongside a helicopter over my house.,4/15/2016
4/12/16 20:10,Mount Carmel,IL,Light,20 seconds,Extremely bright non flickering red light moving quickly over town and disappears in the west.,4/15/2016
4/12/16 16:19,Muscatine,IA,Sphere,10 minutes,5 spheres moving in formation.,4/15/2016
4/12/16 16:00,Statesville,NC,Rectangle,seconds,Object(s) spotted in landscape photo.,4/15/2016
4/12/16 10:30,Nelson,AZ,Cylinder,10 minutes,"UFO observed near Nelson, NV. ((NUFORC Note: Report from retired aerospace employee. PD))",4/15/2016
4/12/16 02:45,Van Nuys,CA,Fireball,3 minutes,I OBSERVED A ORANGE ORB MOVING ABOVE VNYS AIRPORT.,4/15/2016
4/12/16 01:30,"Washington, D.C.",DC,Circle,Few seconds,"Watching tv, I see a round object with a bright light coming from it. The object flew across the sky at about",4/15/2016
4/12/16 00:30,Mount Holly,NJ,Unknown,30 minutes,Strange motionless craft in the sky with blinking red and white lights,4/22/2016
4/11/16 22:30,Summer Lake,OR,Light,45 minutes,"Southeast Oregon Orange Orbs with one lasting 45 minutes on the night of April 11th, 2016.",4/22/2016
4/11/16 22:00,Richlands,NC,Circle,3 minutes,UFO with green circulating lights Monday night by Meadowview Elem. in Richlands around 2200!,4/22/2016
4/11/16 22:00,Layton,UT,Cigar,~20 seconds,"2 massive cloaked craft over Layton, Utah.",4/15/2016
4/11/16 20:45,Grand Marais,MN,Unknown,20 minutes,"Stationary object, southwest sky from Grand Marais, MN.
Four sets of very bright lights; red, blue, green and white; flashing.",4/15/2016
4/10/16 23:20,Calgary (Canada),AB,Formation,5-6 seconds,Luminious bird like objects crossing the sky.,4/15/2016
4/10/16 23:00,Mt. Dora,FL,Light,3 minutes,Central florida red orbs UFO'S,5/6/2016
4/10/16 23:00,Williamston,MI,Triangle,2-3 seconds,Three stars making up an equilateral triangle move quickly and silently across the night sky before disappearing. ((anon. report)),5/20/2016
4/10/16 22:30,Corning,AR,Triangle,15-20 seconds,"Triangular and tear drop shaped objects over Corning, Arkansas.",4/15/2016
4/10/16 21:50,Monroe,WA,Circle,5 minutes,2 fireball looking objects heading west emitting sparks parallel to each other flying below the clouds slower then a plane.,4/15/2016
4/10/16 21:45,Vinton,VA,Other,2 seconds,"Never seen a flash like that, white flash, the dog was acting strange.?the possible explosion seem to flare out like a donut black ctr",4/15/2016
4/10/16 21:30,Two Harbors,MN,Light,~20 seconds,Bright circular light seen in the night sky.,4/15/2016
4/10/16 20:27,Miami,FL,Circle,5 minutes,"I saw golden twin crafts, in total eight, but two at a time.",4/29/2016
4/10/16 20:11,Oneonta,NY,Light,@ 4-5 minutes,Rectangular green lights taking a grid of the sky.,4/15/2016
4/10/16 20:10,Fort Lauderdale Beach,FL,Other,90 seconds,"Trapezoid with parallel lines of red and green lights moving east slowly in a straight line and sideways, much larger than an aircraft.",4/15/2016
4/10/16 05:00,Venice,FL,Changing,:60,"SW sky, bright sparkling, twinkling red and green object.",4/15/2016
4/10/16 01:00,Bremerton,WA,,,Woke up with long surgical mark on left temple vein. The mark has been there for a week. I get sharp pain sometimes. And having tingles,4/29/2016
4/10/16 00:00,Lakeside,CA,Sphere,30 seconds,I was watching the sky from my bedroom window and a orange round illuminated object proceeded through the sky from left to right.,4/15/2016
4/9/16 23:00,Charleston,WV,Flash,10 minutes,Pulsing random light in random positions beneath Jupiter.,4/15/2016
4/9/16 22:30,Portland,OR,Sphere,6 minutes,"6-10 slow moving, orange orbs or spheres",4/29/2016
4/9/16 22:25,Ogden,UT,Cigar,15 minutes,CIGAR SHAPED OBJECT WITH BLUE SPOTLIGHT AND ORANGE HALO.,4/15/2016
4/9/16 22:05,Moab,UT,Unknown,5 seconds,Super bright flash. ((NUFORC Note: Possible flare from Iridium satellite?? PD)),4/15/2016
4/9/16 22:00,Duvall,WA,Flash,15 minutes,Bursts of irregular flashing light moving across the outer curvature of the earth.,4/15/2016
4/9/16 21:30,Redlands,CA,Unknown,3 hours,White lights going around massive circular object.,4/15/2016
4/9/16 21:20,Krotz Springs,LA,Light,2-4 minutes,Stationary White light changing from steady burn to strobe(rapid multiple) flashing to normal (single slow) flashing behind clouds.,4/15/2016
4/9/16 21:20,Salem,OR,Flash,6 minutes,"While observing the moon tonight at about 9:20 pm PST my daughter said, ""Look, I saw a flash in the sky over there three times.""",4/15/2016
4/9/16 21:15,Priest River,ID,Other,50 seconds,"I noticed a bright light moving in the sky to my left, or north, in and easterly direction, visible in a wide gap.",4/15/2016
4/9/16 21:00,Englewood,FL,Fireball,3 minutes,"We were having dinner in Englewood, when my wife said what is that? I turned and looked and saw a fireball.",4/15/2016
4/9/16 19:50,Lamberton,MN,Unknown,5 minutes,Pulse detonation engine contrail.,4/15/2016
4/9/16 16:00,Cape Coral,FL,Diamond,10 minutes,Bright shimmering object spotted at high altitude.,4/15/2016
4/9/16 15:15,North Charleston,SC,Circle,8 seconds,"Husband and I saw a bright round light (the size of a penny on the windshield) appear twice and fade, never moving.",4/15/2016
4/9/16 11:45,Grants Pass,OR,Disk,1-2 minutes,"Round, black object, no sound moving very fast thru morning sky.",4/15/2016
4/9/16 03:00,Buckingham,VA,Disk,10 minutes,Glowing ball like object with a red beam underneath the object.,4/15/2016
4/8/16 23:45,Brawley,CA,Unknown,1 minute,I saw a flying obj. flying above the clouds. Obj. was dark and barely lit. I saw a hint of red light coming from it.,4/15/2016
4/8/16 23:20,Jasper,GA,Light,1 hour,"Erratic movement, flashing colors, and multiple lights are hovering over over my North Georgia home.",4/15/2016
4/8/16 21:45,Portland,OR,Circle,10 minutes,Slow moving orange lights.,4/15/2016
4/8/16 21:35,Burlington,MA,Triangle,20 minutes,Huge triangular saucer with 3 bright lights lit around the edges and object was hovering over Woburn/Burlington.,4/22/2016
4/8/16 21:10,Bensalem,PA,Formation,5 minutes,Red lights over Bensalem.,4/15/2016
4/8/16 21:00,Taunton,MA,Changing,~1 hour,"Bright moving lights over Taunton, Massachusetts, night sky. ((NUFORC Note: ""Twinkling"" stars?? PD))",4/15/2016
4/8/16 17:00,Red Cross,NC,Cigar,60 seconds,I saw a thin white cigar shape (no wings visible) in color moving slowy and quietly from north to south passsing between clouds.,4/15/2016
4/8/16 10:15,Post Falls,ID,Diamond,6 minutes,"I'm a UFO believer... Now! OMG,",4/15/2016
4/8/16 04:30,Branson ((possibly; unsure)),MO,Flash,2 minutes,"Early morning, trip to Eureka Springs Arkansas. County road no traffic. Flash of light followed by second flash shortly thereafter. Tho",5/6/2016
4/8/16,Starkville,MS,Light,,I live around a lot of air traffic usually has the same pattern notice it out of the corner of my eye as a star.,4/15/2016
4/7/16 23:00,Albuquerque,NM,Circle,1-2 minutes,A circle shape craft illuminated flying from west to east (sandias) followed by black helicopter...,4/15/2016
4/7/16 22:30,Brookings,OR,Flash,10-12 minutes,Two flashing lights in the night sky moving very slowly.,4/15/2016
4/7/16 21:30,Bass Lake,CA,Fireball,3 seconds,Large green fireball flashing across the tree line. Did not look like anything I have seem up here before. Went out of view.,4/15/2016
4/7/16 21:00,Fredericton (Canada),NB,Unknown,30 seconds,Low flying object with red and green lights - Making a lot of noise.,4/15/2016
4/7/16 13:00,Millville,NJ,Unknown,,Now the weren't ufos but the other day we seen at least 5 craft heading directly into space and a few weeks ago maybe a week i the bigg,4/15/2016
4/7/16 12:00,Berwyn,IL,Disk,?,I didn't see this until I was going through the pics I took on the computer. I was facing east and the ceiling was about 2900 ft.,4/15/2016
4/7/16 01:30,Topeka,KS,Formation,10 minutes,5 round objects forming a vertical circle over Topeka. Each object had a red light on top and a white light on bottom. Seen through b,4/15/2016
4/6/16 23:30,Warren,NJ,Cigar,20 minutes,"Five plus objects with blinking lights like planes, but moving soundlessly and in all four directions (not linear).",4/15/2016
4/6/16 23:14,Elgin,IL,Triangle,15 minutes,Triangle of lights in the sky to the south.,4/15/2016
4/6/16 23:00,Camano Island,WA,Formation,5 minutes,"Heard a helicopter flying low and poked my head out to see. 3 orange balls flying in a triangle odd shape, low about 500 feet.",4/15/2016
4/6/16 22:30,Nineveh,IN,Sphere,60 minutes,Bright spheres lighting up East princes lakes.,4/15/2016
4/6/16 21:05,Hays,KS,Light,15 minutes,"Orange circle objects over Hays, KS.",4/15/2016
4/6/16 20:45,South Jordan,UT,Rectangle,2 minutes,Black object moving silently from South to North over Salt Lake City.,4/15/2016
4/6/16 19:55,Ogden,UT,Formation,1 minute,"5 large lights hovered above Ogden, Utah, before disappearing one by one.",4/15/2016
4/6/16 17:05,Hildale,UT,Triangle,45 seconds,Black triangular craft flies erratically after passing airplane,4/15/2016
4/6/16 15:30,Tampa,FL,Oval,10 seconds,"Daytime bright white light with 'heat wave' aura around it, flutters near Tampa airport.",4/15/2016
4/6/16 06:00,Oamaru (New Zealand),,Light,30 minutes,Coloured flashing lights before sunrise over Oamaru NZ,4/15/2016
4/5/16 23:30,Cape Coral,FL,Other,1 minute,Trio of vertical bars of light close together,4/15/2016
4/5/16 23:30,Lawrenceville,GA,Disk,15 minutes,((HOAX??)) Very weird.,4/15/2016
4/5/16 21:25,Redmond,WA,Light,15 minutes,"Bright, single light, strobe flash of white light seen overhead and to the south and west. Object would flash intermittently while slo",4/15/2016
4/5/16 19:55,El Paso,TX,Light,5 minutes,Two solid white lights in a straight line formation silently moving to the NE across far NE El Paso,4/15/2016
4/5/16 11:46,Oconomowoc,WI,Formation,3 minutes,"The object(s) flew in a formation pattern that undulated much like silver moonfish in the ocean. One side was white, the other silver.",4/15/2016
4/5/16 02:40,South Portland,ME,Triangle,5 minutes,Large triangle craft moving slow over Maine Mall area.,4/15/2016
4/5/16 02:30,Salem,OR,Other,90 minutes,As me and my fianse were sitting outside smoking we saw multiple amber and white colored lights appear and then dim out w/n 2-5sec in t,4/15/2016
4/5/16 01:30,West Frankfort,IL,Triangle,1:30 to 2:55,"Three red lights are in perfect triangular form, they appear a lot closer than an average star. The top one was brightest an the lower",4/15/2016
4/4/16 22:30,Abiquiu,NM,Changing,4 hours,"Not stars glowing; Christmas stars. ((NUFORC Note: We suspect ""twinkling"" stars. PD))",4/15/2016
4/4/16 21:00,Florence,CO,Disk,3 minutes,"Gray, disk shaped with red and white flickering lights around the edge. 4 Orange lights on the bottom.",4/22/2016
4/4/16 21:00,High Point,NJ,Light,.30,Weird image in sky.,4/15/2016
4/4/16 20:30,Tulsa,OK,Light,2 seconds,High speed light.,4/15/2016
4/4/16 20:00,Bremen,GA,Sphere,3 minutes,Around 9:00 or 10:00 i have noticed high flying aircraft next to the plane a dim like dot or sphere moved away from large aircraft it m,4/15/2016
4/4/16 18:30,Ocala,FL,Other,20 minutes,When flying my son's quad he asked if you could see stars right now. I said probably not what are you talking about? He pointed in th,4/15/2016
4/4/16 02:24,Orlando,FL,Light,30 seconds,"Odd white lights seen traveling westward from Colonial in Orlando. Low, no sound.",4/15/2016
4/4/16 01:49,Dayton/Fairborn,OH,Light,0.5 second,"Blue/green light 1:49AM Dayton, OH circular",4/15/2016
4/4/16 00:00,Florence,MT,Triangle,2 minutes,"Triangular craft with flashing lights and one spotlight, was seen searching the bitteroot mountains.",4/15/2016
4/3/16 22:30,St. Charles,IL,Formation,20 minutes,"Took pictures, they were very bright white lights in a perfect formation with no movement .. 5-6 in two sections of the sky to the dire",4/15/2016
4/3/16 22:30,Port Orange,FL,Unknown,20 seconds,"I saw two large, black objects moving quickly across a clear, starry night sky going approximately Northwest from South. I was in an op",4/15/2016
4/3/16 22:20,Palatine,IL,Formation,10 minutes,"3 orbs of brilliant, pulsing white light & indistinct shape seen in a diagonal formation on the horizon in the SE sky.",4/15/2016
4/3/16 20:00,Post Falls,ID,Circle,15 minutes,"Round light with pulsating lights that changed from red to blue and back again. ((NUFORC Note: ""Twinkling"" star?? PD))",4/15/2016
4/3/16 12:20,Wickieup,AZ,Formation,3 minutes,Cluster of small white/silver objects in the daytime sky.,4/15/2016
4/3/16 10:20,Hagerstown,MD,Other,0:30,Oscillating craft with two parallel beams of lights that appeared to hover before gradually flying out of visual sight.,4/15/2016
4/3/16 06:45,Cleveland,OH,Circle,5 minutes,There was a white ball flying around my car.,4/15/2016
4/3/16 02:06,Columbia,MD,Teardrop,3 seconds,Teardrop shaped object (green base and trailing white light) drops from the night sky near Columbia Maryland.,4/15/2016
4/3/16 00:30,Grant,CO,Light,30 minutes,"Flashes of light outside tent, mechanical whirring noises, and extreme effect of heart rate of witnesses.",4/15/2016
4/2/16 23:55,Helsinki (Finland),,Triangle,5 seconds,((HOAX??)) Three yellowish triangle shaped lights in Finland.,4/15/2016
4/2/16 23:00,Long Beach,CA,,5 seconds,"Ball shaped, green fluorescent blob in Long Beach at the Pike.",4/29/2016
4/2/16 23:00,New York City (Yonkers),NY,Fireball,5 minutes,Cluster of fireball objects.,4/15/2016
4/2/16 23:00,Allentown,NJ,Light,,6 mysterious bright lights in the sky.,4/15/2016
4/2/16 22:55,Las Vegas,NV,Triangle,10 minutes,"Triangle shaped object hovering in sky colors red, white, green and blue with a tail. 10 minutes hovered before moving slowly",4/15/2016
4/2/16 22:45,Rowlett,TX,Fireball,5 minutes,The fireball came from the south and looked like a plane in fire. Then stopped and flame went out and went up and disappeared.,4/15/2016
4/2/16 22:30,Folsom,CA,Light,5-10 seconds,Craft visible by 2 very bright lights and high speed 45 degree angle to earth disappears,4/15/2016
4/2/16 22:30,Center Line,MI,Rectangle,15 seconds,"Rectangular blueish light flying silently at high altitude, but below cloud level, at incredibly high velocity. Heading south, turned a",4/15/2016
4/2/16 22:26,Riverside,CA,Light,few seconds,Star-like light with a tail disappears mid-flight,4/15/2016
4/2/16 22:20,Nampa,ID,Chevron,7 minutes,It was aware that I was following it.,4/15/2016
4/2/16 22:19,Portland,OR,Unknown,1 minute,"Glowing orange object (like a burning plane) disappears/fades away, doesn't fall to earth.",4/15/2016
4/2/16 22:00,Tracy,CA,Light,10 seconds,Looked like a green laser falling from the sky but not straight down perfectly. Did not look like a typical meteor. Was more like a gre,4/15/2016
4/2/16 21:45,Garden City,MI,Light,15 minutes,"Saw a light, like a star, move slowly towards NNW, stopping and changing direction.",4/15/2016
4/2/16 21:00,Avondale,AZ,Light,1 hour,"Orangey-yellow ORBS at the Phoenix Raceway - April 2, 2016",4/15/2016
4/2/16 20:45,Pt. Townsend,WA,Circle,5 minutes,"Strange orange lights in eastern sky, Pt. Townsend, WA.",4/15/2016
4/2/16 20:33,Tacoma,WA,Light,8 minutes,Tacoma red lights in sky.,4/15/2016
4/2/16 20:30,Port Townsend,WA,Sphere,5 minutes,Two orange spheres appeared over the water.,4/15/2016
4/2/16 19:45,St. Louis,MO,Unknown,seconds,Several orange lights in the shape of a triangle. Form disappeared quickly in sothern evening sky.,4/15/2016
4/2/16 19:00,Limerick,PA,Circle,5 minutes,Two small balls that looked like they were on fire.,4/15/2016
4/2/16 14:30,Navasota,TX,Flash,10 minutes,Small flashes of white light in a clear blue sky,4/15/2016
4/2/16 14:30,Hudson,MI,Changing,1.00,Before I give any data to you please tell me who all will see this report. Thanks.,4/15/2016
4/2/16 13:45,San Diego,CA,Formation,30 minutes,"UFO Fleet Observed Passing Over Tecolote Shores Park Near Mission Bay, San Diego.",4/15/2016
4/2/16 03:55,Wasilla,AK,Circle,5 minutes,At first 2 smaller glowing red/orange balls of light floatin across the sky going up down bouncing around but still moving forward toge,4/15/2016
4/1/16 23:30,Moore,OK,Disk,3 minutes,Strange aircraft hovering over a Oklahoma field. ((NUFORC Note: Report is from high school student. PD)),4/15/2016
4/1/16 23:16,Billings,MT,Light,2 minutes,Two lights of in the distance,4/15/2016
4/1/16 22:30,Rumney,NH,Triangle,,Like a car in the sky,4/15/2016
4/1/16 22:25,St. Charles,MO,Chevron,3 minutes,"I was looking up in the sky and I noticed that in the wooded area surrounding the neighborhood. . And... very, very low in the atmos",4/15/2016
4/1/16 21:30,Troutdale,OR,Sphere,now,"Two bright lights hover over East Vancover, Washington.",4/15/2016
4/1/16 21:10,Owen Sound (Canada),ON,Light,3 minutes,"Two people saw a bright white light cross the night sky, heading in a north-east direction.",4/15/2016
4/1/16 21:00,Reardan,WA,Light,5-8 seconds,White oval light in night sky then vanishes in Reardan WA.,4/15/2016
4/1/16 21:00,Seattle,WA,,3 seconds,Big orange ball.,4/15/2016
4/1/16 20:55,Puyallup,WA,Light,45 seconds,Saw a shooting star at about 8:54 pm and then seconds later saw 3 bright red lights in a tight formation circling not far from trail.,4/15/2016
4/1/16 20:55,Portland,OR,Light,30 minutes,Multiple sightings of bright white orbs that sometimes flashed brightly.,4/15/2016
4/1/16 20:46,Olympia,WA,Changing,3 seconds,"Jagged and glowing plasma meteor suddenly changes course, and accelerates northward incredibly fast.",4/15/2016
4/1/16 20:45,Kalispell,MT,Sphere,10 minutes,"Witnessed 5 orange, sphere orbs flying South to East through the night sky.",4/15/2016
4/1/16 20:45,Spokane,WA,Circle,2 minutes,Fast moving white orb moving north.,4/15/2016
4/1/16 20:45,Kalispell,MT,Sphere,10 minutes,"Witnessed 5 orange, sphere orbs flying South to East through the night sky.",4/15/2016
4/1/16 20:00,Sun City West,AZ,Circle,5 minutes,((HOAX??)) Large falling orb breaks into 5 smaller orbs and possible explosion.,4/15/2016
4/1/16 19:58,Portland,OR,Formation,2 minutes,I was standing in my backyard when I saw 3 dark objects in a triangle shape heading in a southerly direction.,4/15/2016
4/1/16 19:58,Portland,OR,Formation,00:02,I saw what look like 3 objects at a very high altitude flying in a southeasterly direction. There was no sound and no lights. They mov,4/15/2016
4/1/16 19:30,Bakersfield,CA,Fireball,10-15 minutes,My cousin and I were off of hageman and old farm and one by one 3 what looked liked floating balls of fire went from NW to SW dir..,4/22/2016
4/1/16 19:30,Goodyear,AZ,Fireball,45 seconds,Fireball.,4/15/2016
4/1/16 13:00,Salt Lake City,UT,Light,1-2 minutes,I was looking at the clear blue sky observing the spraying or contrails that were lingering there when I saw this group of bright objec,4/1/2016
4/1/16 08:03,San Francisco,CA,,10 seconds,"Saw red lights in the sky, moving out towards ocean. They were moving very fast and made sudden up down movement.",4/15/2016
4/1/16 05:00,Fayetteville,AR,Fireball,5 seconds,"Bright star, then vanished.",4/15/2016
4/1/16 04:40,Port Orange,FL,Triangle,15 seconds,As we were star gazing this weird triangle formed object with 4 circle lights had flew right over our heads not super far off the groun,4/1/2016
4/1/16 04:23,San Jose,CA,Light,2:30 am to now,Here has been a bright light object above my apartment for three hours now.,4/1/2016
4/1/16 00:34,Pomona,NY,Light,5 seconds,Large light that flashed and blinked out.,4/15/2016
4/1/16 00:00,Walkertown,NC,Triangle,1 minute,((HOAX??)) Triangular UFO.,4/15/2016
